53.2121,5.80014,51.8913,53.2121,5.80014,51.8913,472451
53.2122,5.80014,50.2125,53.2122,5.80014,50.2125,472451
53.2122,5.80011,53.89,53.2122,5.80011,53.89,472452
53.2121,5.80011,51.7693,53.2121,5.80011,51.7693,472452
53.2121,5.80008,52.8351,53.2121,5.80008,52.8351,472452
53.2121,5.80009,55.1441,53.2121,5.80009,55.1441,472452
53.2123,5.80017,50.2819,53.2123,5.80017,50.2819,472489
53.2123,5.8002,42.6986,53.2123,5.8002,42.6986,472489
53.2123,5.80019,42.5481,53.2123,5.80019,42.5481,472489
53.2122,5.80013,45.206,53.2122,5.80013,45.206,472489
53.2122,5.8001,49.138,53.2122,5.8001,49.138,472489
53.2123,5.80019,41.8327,53.2123,5.80019,41.8327,472490
53.2123,5.80008,47.4757,53.2123,5.80008,47.4757,472490
53.2123,5.80018,39.1316,53.2123,5.80018,39.1316,472490
53.2122,5.80014,42.7225,53.2122,5.80014,42.7225,472490
53.2122,5.80013,41.9721,53.2122,5.80013,41.9721,472490
53.2122,5.80016,44.2296,53.2122,5.80016,44.2296,472491
53.2123,5.80019,37.7719,53.2123,5.80019,37.7719,472491
53.2123,5.80016,42.6194,53.2123,5.80016,42.6194,472491
53.2123,5.80014,45.4632,53.2123,5.80014,45.4632,472491
53.2123,5.80012,45.342,53.2123,5.80012,45.342,472491
53.2122,5.80014,49.9979,53.2122,5.80014,49.9979,472492
53.2122,5.80011,52.672,53.2122,5.80011,52.672,472492
53.2123,5.80007,58.804,53.2123,5.80007,58.804,472492
53.2123,5.80005,57.5982,53.2123,5.80005,57.5982,472492
53.2123,5.80011,48.8867,53.2123,5.80011,48.8867,472492
53.2123,5.80011,42.9711,53.2123,5.80011,42.9711,472493
53.2123,5.80005,43.5541,53.2123,5.80005,43.5541,472493
53.2123,5.80001,51.1511,53.2123,5.80001,51.1511,472493
53.2123,5.80006,51.403,53.2123,5.80006,51.403,472493
53.2123,5.80012,46.1541,53.2123,5.80012,46.1541,472493
53.2122,5.80002,54.6318,53.2122,5.80002,54.6318,472494
53.2123,5.8,61.2568,53.2123,5.8,61.2568,472494
53.2122,5.80004,49.7817,53.2122,5.80004,49.7817,472494
53.2123,5.8,49.6114,53.2123,5.8,49.6114,472494
53.2122,5.79999,51.0383,53.2122,5.79999,51.0383,472494
53.2122,5.79998,49.7305,53.2122,5.79998,49.7305,472495
53.2122,5.79999,45.3555,53.2122,5.79999,45.3555,472495
53.2121,5.79994,59.1142,53.2121,5.79994,59.1142,472495
53.2122,5.80004,50.1968,53.2122,5.80004,50.1968,472495
53.2122,5.80005,46.8014,53.2122,5.80005,46.8014,472495
53.2122,5.80009,43.5443,53.2122,5.80009,43.5443,472496
53.2122,5.80001,47.2262,53.2122,5.80001,47.2262,472496
53.2123,5.80004,41.4424,53.2123,5.80004,41.4424,472496
53.2123,5.8,45.2409,53.2123,5.8,45.2409,472496
53.2123,5.80005,39.4321,53.2123,5.80005,39.4321,472496
53.2123,5.80003,39.6312,53.2123,5.80003,39.6312,472497
53.2123,5.80003,39.8967,53.2123,5.80003,39.8967,472497
53.2123,5.80001,40.5721,53.2123,5.80001,40.5721,472497
53.2123,5.80004,36.0756,53.2123,5.80004,36.0756,472497
53.2123,5.80003,36.3387,53.2123,5.80003,36.3387,472497
53.2123,5.80001,33.0168,53.2123,5.80001,33.0168,472498
53.2123,5.79996,29.036,53.2123,5.79996,29.036,472498
53.2122,5.79992,40.802,53.2122,5.79992,40.802,472498
53.2123,5.79993,41.5832,53.2123,5.79993,41.5832,472498
53.2121,5.7999,54.8781,53.2121,5.7999,54.8781,472498
53.2122,5.79992,58.0757,53.2122,5.79992,58.0757,472499
53.212,5.7999,82.0969,53.212,5.7999,82.0969,472499
53.2121,5.79989,74.118,53.2121,5.79989,74.118,472499
53.2121,5.7999,88.1341,53.2121,5.7999,88.1341,472499
53.2122,5.79994,55.5844,53.2122,5.79994,56.9388,472499
53.2122,5.79998,56.2549,53.2122,5.79998,57.7747,472500
53.2121,5.79993,54.8422,53.2121,5.79993,56.0626,472500
53.2124,5.79998,25.6491,53.2124,5.79864,96.4857,472500
53.2124,5.80003,19.7979,53.2124,5.79869,90.9609,472500
53.2123,5.80001,37.7716,53.2124,5.79874,90.7055,472500
53.2122,5.79995,57.8594,53.2123,5.79868,111.057,472501
53.2123,5.79996,41.09,53.2124,5.79868,94.164,472501
53.2123,5.79997,32.2101,53.2124,5.7987,85.2596,472501
53.2124,5.79999,28.9025,53.2125,5.79872,81.9823,472501
53.2122,5.79994,53.8457,53.2116,5.79862,212.362,472501
53.2122,5.79998,55.274,53.2117,5.79867,196.215,472502
53.2122,5.79994,57.1574,53.2117,5.79862,205.829,472502
53.2123,5.80004,49.7281,53.2119,5.79873,180.775,472502
53.2123,5.80004,46.1212,53.2118,5.79872,188.007,472502
53.2123,5.80012,40.01,53.2118,5.79882,173.61,472502
53.2123,5.8001,40.4583,53.2117,5.79878,187.152,472503
53.2123,5.80003,43.9451,53.2117,5.79872,194.443,472503
