37.4294,-122.172,69.8268,37.4294,-122.172,69.8268,2499.4
37.4295,-122.172,69.829,37.4295,-122.172,69.829,2499.6
37.4295,-122.172,69.8312,37.4295,-122.172,69.8312,2499.8
37.4295,-122.172,69.8334,37.4295,-122.172,69.8334,2500
37.4295,-122.172,69.8356,37.4295,-122.172,69.8356,2500.2
37.4295,-122.172,69.8378,37.4295,-122.172,69.8378,2500.4
37.4295,-122.172,69.8401,37.4295,-122.172,69.8401,2500.6
37.4295,-122.172,69.8423,37.4295,-122.172,69.8423,2500.8
37.4295,-122.172,69.8446,37.4295,-122.172,69.8446,2501
37.4295,-122.172,69.8469,37.4295,-122.172,69.8469,2501.2
37.4295,-122.172,69.8492,37.4295,-122.172,69.8492,2501.4
37.4295,-122.172,69.8515,37.4295,-122.172,69.8515,2501.6
37.4295,-122.172,69.8538,37.4295,-122.172,69.8538,2501.8
53.2121,5.7985,155.508,53.2121,5.7985,155.508,383138
53.2121,5.79843,164.488,53.2121,5.79843,164.488,383138
53.2122,5.79919,118.362,53.2122,5.79919,118.362,383138
53.2122,5.79896,141.092,53.2122,5.79896,141.092,383138
53.2121,5.79884,144.467,53.2121,5.79884,144.467,383138
53.2124,5.79988,63.7302,53.2124,5.79988,63.7302,383139
53.2123,5.79943,83.3386,53.2123,5.79943,83.3386,383209
53.2122,5.79944,85.9175,53.2123,5.79933,104.43,383210
